UniqueID,NCTNumber,ConditionsID
4643,NCT04258813,1000
4644,NCT04258813,1001
4645,NCT04258813,1002
4646,NCT04258813,1003
4647,NCT04258813,1004
4648,NCT04258813,1005
4649,NCT04258813,11
4650,NCT04258813,21
4651,NCT04258813,5
4652,NCT04258813,1006
4653,NCT04258813,1007
4654,NCT04258813,1008
4655,NCT04258813,1009
4656,NCT04258813,1010
4657,NCT06653374,242
4658,NCT06653374,850
4659,NCT06653374,1011
4660,NCT06653374,1012
4661,NCT06653374,1013
4662,NCT06653374,1014
4663,NCT06653374,1015
4664,NCT06653374,1016
4665,NCT06653374,1017
4666,NCT06653374,215
4667,NCT06653374,1018
4668,NCT06653374,1019
4669,NCT06653374,262
4670,NCT06653374,212
4671,NCT01756196,1020
4672,NCT05256303,511
4673,NCT05256303,155
4674,NCT05256303,157
4675,NCT05256303,173
4676,NCT05256303,1021
4677,NCT05256303,84
4678,NCT05256303,1022
4679,NCT05256303,1023
4680,NCT05256303,1024
4681,NCT05256303,1025
4682,NCT05256303,1026
4683,NCT05176132,39
4684,NCT00278057,1027
4685,NCT00292994,125
4686,NCT00292994,105
4687,NCT00292994,39
4688,NCT04613076,43
4689,NCT04723160,243
4690,NCT04723160,505
4691,NCT04723160,761
4692,NCT04723160,745
4693,NCT04723160,1028
4694,NCT04723160,693
4695,NCT04723160,1029
4696,NCT04723160,1030
4697,NCT04723160,1031
4698,NCT04723160,1032
4699,NCT04723160,1033
4700,NCT04723160,933
4701,NCT04723160,832
4702,NCT02191111,389
4703,NCT00442858,22
4704,NCT04075032,125
4705,NCT02018497,283
4706,NCT02018497,43
4707,NCT02018497,1034
4708,NCT02018497,476
4709,NCT02018497,1035
4710,NCT02018497,1036
4711,NCT02018497,119
4712,NCT02018497,1037
4713,NCT02018497,1038
4714,NCT02018497,1039
4715,NCT02018497,1040
4716,NCT02018497,179
4717,NCT02018497,11
4718,NCT02018497,71
4719,NCT02018497,1041
4720,NCT02018497,1042
4721,NCT02018497,1043
4722,NCT02018497,1044
4723,NCT02018497,1045
4724,NCT01616563,125
4725,NCT01303900,1046
4726,NCT01303900,87
4727,NCT00317707,22
4728,NCT01363141,125
4729,NCT03998046,39
4730,NCT03998046,193
4731,NCT03129165,1047
4732,NCT04295889,66
4733,NCT02373319,1048
4734,NCT02341664,60
4735,NCT02341664,21
4736,NCT02341664,87
4737,NCT02341664,5
4738,NCT02341664,1049
4739,NCT02341664,3
4740,NCT02341664,176
4741,NCT02341664,413
4742,NCT02341664,1050
4743,NCT02341664,80
4744,NCT02341664,1051
4745,NCT02341664,102
4746,NCT02341664,1040
4747,NCT02341664,528
4748,NCT02341664,230
4749,NCT02341664,72
4750,NCT02341664,1052
4751,NCT00634608,1053
4752,NCT00634608,173
4753,NCT00634608,805
4754,NCT00634608,1054
4755,NCT00634608,1055
4756,NCT00634608,43
4757,NCT00634608,327
4758,NCT00634608,11
4759,NCT00634608,1056
4760,NCT00634608,65
4761,NCT00634608,60
4762,NCT00634608,3
4763,NCT00634608,116
4764,NCT00634608,949
4765,NCT00634608,39
4766,NCT00634608,1057
4767,NCT00634608,1058
4768,NCT00634608,1059
4769,NCT00634608,1060
4770,NCT00634608,360
4771,NCT00634608,767
4772,NCT00634608,1061
4773,NCT01105923,1062
4774,NCT01105923,173
4775,NCT01105923,50
4776,NCT01105923,98
4777,NCT01105923,154
4778,NCT01105923,158
4779,NCT01105923,5
4780,NCT01105923,165
4781,NCT01105923,1063
4782,NCT01105923,3
4783,NCT01105923,1064
4784,NCT01105923,529
4785,NCT01105923,159
4786,NCT01105923,131
4787,NCT01105923,1065
4788,NCT01105923,192
4789,NCT01105923,299
4790,NCT01105923,1066
4791,NCT01105923,102
4792,NCT05596773,1067
4793,NCT02232126,1068
4794,NCT02232126,74
4795,NCT02232126,5
4796,NCT02232126,3
4797,NCT02232126,71
4798,NCT02232126,43
4799,NCT02232126,173
4800,NCT02232126,483
4801,NCT02232126,157
4802,NCT02232126,102
4803,NCT02001051,1069
4804,NCT02001051,1070
4805,NCT02001051,1071
4806,NCT04891315,391
4807,NCT02077179,706
4808,NCT05713266,1072
4809,NCT05713266,363
4810,NCT05622981,1073
4811,NCT05622981,1074
4812,NCT06072287,173
4813,NCT06072287,179
4814,NCT06072287,71
4815,NCT06072287,605
4816,NCT06072287,102
4817,NCT06072287,381
4818,NCT06072287,338
4819,NCT06072287,476
4820,NCT06072287,239
4821,NCT06072287,162
4822,NCT06072287,414
4823,NCT06072287,264
4824,NCT06072287,5
4825,NCT06072287,445
4826,NCT06072287,155
4827,NCT06072287,19
4828,NCT06072287,3
4829,NCT06072287,1075
4830,NCT06072287,1076
4831,NCT06072287,1077
4832,NCT06072287,1078
4833,NCT06072287,993
4834,NCT06072287,363
4835,NCT06072287,1079
4836,NCT06072287,750
4837,NCT06072287,39
4838,NCT06072287,132
4839,NCT06072287,47
4840,NCT06072287,806
4841,NCT06072287,131
4842,NCT06072287,872
4843,NCT06072287,1066
4844,NCT06072287,535
4845,NCT06072287,945
4846,NCT06072287,1080
4847,NCT06072287,1081
4848,NCT06072287,1082
4849,NCT06072287,1083
4850,NCT06072287,1084
4851,NCT06072287,1085
4852,NCT06072287,1086
4853,NCT06072287,1087
4854,NCT06072287,1088
4855,NCT06072287,1089
4856,NCT06072287,1090
4857,NCT01352390,1091
4858,NCT01352390,1092
4859,NCT01352390,1093
4860,NCT01352390,1094
4861,NCT04124848,241
4862,NCT06812767,1095
4863,NCT02384356,260
4864,NCT01041365,588
4865,NCT01041365,1096
4866,NCT01041365,16
4867,NCT04791618,1097
4868,NCT04791618,1098
4869,NCT03987633,179
4870,NCT03987633,119
4871,NCT03987633,22
4872,NCT03987633,155
4873,NCT03987633,3
4874,NCT03987633,230
4875,NCT03987633,207
4876,NCT03987633,173
4877,NCT03987633,157
4878,NCT03987633,39
4879,NCT03987633,71
4880,NCT03987633,84
4881,NCT03987633,11
4882,NCT03987633,264
4883,NCT03987633,43
4884,NCT03987633,445
4885,NCT03987633,707
4886,NCT03987633,806
4887,NCT03987633,283
4888,NCT03987633,1099
4889,NCT03987633,807
4890,NCT03987633,1100
4891,NCT01578382,1101
4892,NCT01578382,1102
4893,NCT05339841,1103
4894,NCT00857376,125
4895,NCT03799185,40
4896,NCT03799185,72
4897,NCT03799185,1104
4898,NCT03799185,1105
4899,NCT06803849,1106
4900,NCT03724383,1107
4901,NCT04670094,114
4902,NCT02251834,102
4903,NCT04626570,39
4904,NCT04626570,1108
4905,NCT00013975,236
4906,NCT02789800,3
4907,NCT02789800,43
4908,NCT02789800,327
4909,NCT02789800,1109
4910,NCT02789800,47
4911,NCT02789800,806
4912,NCT02789800,131
4913,NCT02789800,354
4914,NCT02789800,173
4915,NCT02789800,1110
4916,NCT02789800,87
4917,NCT02789800,155
4918,NCT02789800,102
4919,NCT02789800,625
4920,NCT02789800,1111
4921,NCT02789800,758
4922,NCT02789800,1112
4923,NCT02789800,1113
4924,NCT02789800,1114
4925,NCT02789800,1115
4926,NCT02789800,1116
4927,NCT02789800,5
4928,NCT02789800,1117
4929,NCT02789800,71
4930,NCT02789800,127
4931,NCT02789800,1118
4932,NCT02789800,264
4933,NCT02789800,1119
4934,NCT02789800,60
4935,NCT02789800,75
4936,NCT01476995,154
4937,NCT01476995,158
4938,NCT01476995,1120
4939,NCT01476995,179
4940,NCT01476995,3
4941,NCT01476995,1121
4942,NCT01476995,1122
4943,NCT01476995,192
4944,NCT01476995,1123
4945,NCT01476995,1124
4946,NCT01476995,220
4947,NCT01476995,1125
4948,NCT01476995,173
4949,NCT01476995,50
4950,NCT01476995,777
4951,NCT01476995,1126
4952,NCT01476995,569
4953,NCT01476995,1127
4954,NCT01476995,1113
4955,NCT01476995,1114
4956,NCT01476995,1128
4957,NCT01476995,1129
4958,NCT01476995,949
4959,NCT01476995,1130
4960,NCT01476995,779
4961,NCT01476995,1131
4962,NCT01476995,1132
4963,NCT01476995,5
4964,NCT02742597,3
4965,NCT02742597,43
4966,NCT02742597,327
4967,NCT02742597,1109
4968,NCT02742597,47
4969,NCT02742597,806
4970,NCT02742597,131
4971,NCT02742597,354
4972,NCT02742597,173
4973,NCT02742597,1110
4974,NCT02742597,87
4975,NCT02742597,155
4976,NCT02742597,102
4977,NCT02742597,625
4978,NCT02742597,1111
4979,NCT02742597,758
4980,NCT02742597,1112
4981,NCT02742597,1113
4982,NCT02742597,1114
4983,NCT02742597,1115
4984,NCT02742597,1116
4985,NCT02742597,5
4986,NCT02742597,1117
4987,NCT02742597,71
4988,NCT02742597,127
4989,NCT02742597,1118
4990,NCT02742597,264
4991,NCT02742597,1119
4992,NCT02742597,60
4993,NCT02742597,75
4994,NCT02742597,234
4995,NCT04308590,1133
4996,NCT03697109,1070
4997,NCT01050465,1134
4998,NCT01050465,1053
4999,NCT01050465,327
5000,NCT01050465,173
5001,NCT01050465,805
5002,NCT01050465,1135
5003,NCT01050465,1055
5004,NCT01050465,157
5005,NCT01050465,1136
5006,NCT01050465,154
5007,NCT01050465,43
5008,NCT01050465,11
5009,NCT01050465,997
5010,NCT01050465,758
5011,NCT01050465,476
5012,NCT01050465,1137
5013,NCT01050465,65
5014,NCT01050465,529
5015,NCT01050465,60
5016,NCT01050465,3
5017,NCT01050465,1138
5018,NCT01050465,1139
5019,NCT01050465,949
5020,NCT01050465,1140
5021,NCT01050465,39
5022,NCT01050465,241
5023,NCT01050465,132
5024,NCT01050465,1141
5025,NCT01050465,1058
5026,NCT01050465,1059
5027,NCT01050465,542
5028,NCT01050465,423
5029,NCT01050465,530
5030,NCT01050465,360
5031,NCT01050465,767
5032,NCT01050465,1061
5033,NCT01050465,1142
5034,NCT03604198,1070
5035,NCT02804750,1143
5036,NCT06726603,1144
5037,NCT03840928,806
5038,NCT03840928,1145
5039,NCT03840928,476
5040,NCT03840928,392
5041,NCT03840928,947
5042,NCT03840928,1146
5043,NCT03840928,1079
5044,NCT03840928,1147
5045,NCT03840928,132
5046,NCT03840928,131
5047,NCT03840928,564
5048,NCT03840928,1148
5049,NCT03840928,1149
5050,NCT03840928,1150
5051,NCT03840928,943
5052,NCT03840928,1151
5053,NCT03840928,1152
5054,NCT03840928,1153
5055,NCT03840928,1154
5056,NCT03840928,1155
5057,NCT03840928,1156
5058,NCT03840928,1157
5059,NCT03840928,1158
5060,NCT03840928,1159
5061,NCT03840928,1160
5062,NCT03840928,971
5063,NCT03840928,1161
5064,NCT03840928,1162
5065,NCT03840928,1163
5066,NCT03840928,1164
5067,NCT03840928,1165
5068,NCT03840928,445
5069,NCT03840928,1166
5070,NCT03840928,1137
5071,NCT03840928,1167
5072,NCT03840928,1168
5073,NCT03840928,1169
5074,NCT03840928,1170
5075,NCT03840928,750
5076,NCT03840928,1171
5077,NCT03840928,1172
5078,NCT03840928,872
5079,NCT03840928,102
5080,NCT03840928,1173
5081,NCT03840928,1174
5082,NCT03840928,157
5083,NCT03840928,173
5084,NCT03840928,722
5085,NCT03840928,1084
5086,NCT03840928,198
5087,NCT03840928,1089
5088,NCT03840928,1175
5089,NCT03840928,1176
5090,NCT03840928,1050
5091,NCT03840928,954
5092,NCT03840928,155
5093,NCT03840928,539
5094,NCT03840928,1177
5095,NCT03840928,19
5096,NCT03840928,229
5097,NCT03840928,230
5098,NCT03840928,5
5099,NCT03840928,411
5100,NCT03840928,39
5101,NCT03847753,1178
5102,NCT03847753,254
5103,NCT03847753,754
5104,NCT03847753,1179
5105,NCT03847753,1180
5106,NCT03847753,1181
5107,NCT03847753,1182
5108,NCT03847753,1183
5109,NCT03847753,1184
5110,NCT03847753,1185
5111,NCT03847753,3
5112,NCT03847753,40
5113,NCT03847753,170
5114,NCT03847753,179
5115,NCT03847753,155
5116,NCT03847753,1186
5117,NCT03847753,102
5118,NCT03847753,11
5119,NCT03847753,1117
5120,NCT03847753,392
5121,NCT03847753,1187
5122,NCT03847753,1188
5123,NCT03847753,1189
5124,NCT03847753,411
5125,NCT03847753,943
5126,NCT03847753,1190
5127,NCT03847753,84
5128,NCT03847753,1191
5129,NCT03847753,1192
5130,NCT03847753,131
5131,NCT03847753,239
5132,NCT03847753,56
5133,NCT03847753,217
5134,NCT03847753,71
5135,NCT03847753,1193
5136,NCT03847753,1194
5137,NCT03847753,1085
5138,NCT03847753,445
5139,NCT03847753,872
5140,NCT03847753,750
5141,NCT03847753,1195
5142,NCT04373265,1196
5143,NCT00082251,21
5144,NCT06583395,1197
5145,NCT06583395,1198
5146,NCT06583395,327
5147,NCT06583395,173
5148,NCT06583395,179
5149,NCT06583395,1199
5150,NCT06583395,227
5151,NCT06583395,1200
5152,NCT06583395,1201
5153,NCT06583395,1202
5154,NCT06583395,228
5155,NCT06583395,1203
5156,NCT06583395,1204
5157,NCT06583395,1205
5158,NCT06583395,1206
5159,NCT06583395,1207
5160,NCT06583395,1208
5161,NCT06583395,1043
5162,NCT06583395,1173
5163,NCT06583395,354
5164,NCT06583395,84
5165,NCT06583395,947
5166,NCT06583395,1209
5167,NCT06583395,43
5168,NCT06583395,5
5169,NCT06583395,1089
5170,NCT06583395,445
5171,NCT06583395,1210
5172,NCT06583395,476
5173,NCT06583395,155
5174,NCT06583395,3
5175,NCT06583395,1064
5176,NCT06583395,529
5177,NCT06583395,1211
5178,NCT06583395,1212
5179,NCT06583395,1213
5180,NCT06583395,527
5181,NCT06583395,1085
5182,NCT06583395,1214
5183,NCT06583395,750
5184,NCT06583395,132
5185,NCT06583395,131
5186,NCT06583395,1215
5187,NCT06583395,872
5188,NCT06583395,1216
5189,NCT06583395,564
5190,NCT06583395,1217
5191,NCT06583395,806
5192,NCT06583395,1218
5193,NCT06583395,1219
5194,NCT06583395,1220
5195,NCT06583395,102
5196,NCT06583395,1221
5197,NCT06583395,1222
5198,NCT06583395,1114
5199,NCT01788241,154
5200,NCT01788241,1223
5201,NCT01788241,1224
5202,NCT01788241,1225
