UniqueID,NCTNumber,ConditionsID
1,NCT03729323,1
2,NCT03729323,2
3,NCT06150508,3
4,NCT06150508,4
5,NCT01500590,5
6,NCT01500590,6
7,NCT05202067,7
8,NCT05202067,2
9,NCT05202067,8
10,NCT02299388,9
11,NCT02299388,6
12,NCT05660928,10
13,NCT05660928,11
14,NCT03932721,12
15,NCT03932721,13
16,NCT03932721,14
17,NCT05266885,15
18,NCT00696982,11
19,NCT00696982,16
20,NCT04989634,17
21,NCT04989634,18
22,NCT00744458,5
23,NCT00744458,10
24,NCT04863755,5
25,NCT04863755,3
26,NCT02758275,13
27,NCT02758275,3
28,NCT00935805,11
29,NCT00935805,10
30,NCT02041832,10
31,NCT02041832,11
32,NCT02569151,11
33,NCT06141278,3
34,NCT06141278,5
35,NCT05524987,3
36,NCT05524987,5
37,NCT06258473,3
38,NCT06258473,5
39,NCT06143566,7
40,NCT06143566,19
41,NCT02429297,3
42,NCT02429297,5
43,NCT00978835,5
44,NCT00978835,3
45,NCT06112925,11
46,NCT06112925,3
47,NCT04229628,3
48,NCT04229628,11
49,NCT01496430,3
50,NCT01496430,5
51,NCT04076007,5
52,NCT04076007,3
53,NCT00603499,11
54,NCT00603499,19
55,NCT00603499,20
56,NCT00795262,5
57,NCT00795262,3
58,NCT05970237,11
59,NCT05970237,3
60,NCT06379750,3
61,NCT06379750,5
62,NCT01117831,11
63,NCT01117831,10
64,NCT01117831,21
65,NCT02223793,22
66,NCT02223793,21
67,NCT02223793,23
68,NCT02223793,6
69,NCT02223793,13
70,NCT04183413,11
71,NCT04183413,3
72,NCT05662930,5
73,NCT05662930,3
74,NCT02148523,8
75,NCT02148523,19
76,NCT02148523,5
77,NCT02018809,8
78,NCT02018809,19
79,NCT02018809,5
80,NCT04769141,11
81,NCT04769141,3
82,NCT00787605,3
83,NCT00787605,11
84,NCT00286741,5
85,NCT00286741,3
86,NCT00743808,3
87,NCT01977495,5
88,NCT01977495,3
89,NCT00456963,11
90,NCT00456963,3
91,NCT02406586,3
92,NCT02406586,5
93,NCT06480487,3
94,NCT06480487,5
95,NCT01416766,3
96,NCT01416766,11
97,NCT00837408,5
98,NCT00837408,3
99,NCT00837122,3
100,NCT00837122,5
101,NCT01300338,5
102,NCT01300338,3
103,NCT01130727,11
104,NCT01130727,24
105,NCT01130727,10
106,NCT00263835,5
107,NCT00263835,3
108,NCT00219102,3
109,NCT00219102,5
110,NCT01998269,5
111,NCT01998269,3
112,NCT00559286,10
113,NCT00559286,25
114,NCT04466501,5
115,NCT04466501,3
116,NCT04452331,3
117,NCT04452331,5
118,NCT00398944,11
119,NCT00398944,3
120,NCT01480791,3
121,NCT01480791,5
122,NCT00495794,5
123,NCT00495794,3
124,NCT03609294,3
125,NCT03609294,5
126,NCT01393860,5
127,NCT01393860,3
128,NCT00829296,3
129,NCT00829296,5
130,NCT00802152,3
131,NCT00802152,5
132,NCT00105898,11
133,NCT00105898,3
134,NCT02411032,5
135,NCT02411032,3
136,NCT02411006,5
137,NCT02411006,3
138,NCT00119054,11
139,NCT00119054,3
140,NCT03508739,13
141,NCT03508739,26
142,NCT03508739,3
143,NCT03508739,27
144,NCT00681278,3
145,NCT00235014,3
146,NCT00235014,5
147,NCT05955339,11
148,NCT05955339,3
149,NCT00481286,5
150,NCT00481286,3
151,NCT00219089,28
152,NCT00325624,3
153,NCT00325624,11
154,NCT04344301,11
155,NCT04344301,3
156,NCT02071498,5
157,NCT02071498,3
158,NCT01090752,5
159,NCT01090752,3
160,NCT00741702,3
161,NCT00741702,11
162,NCT01692028,5
163,NCT01692028,3
164,NCT02709031,10
165,NCT02709031,5
166,NCT02709031,29
167,NCT02709031,30
168,NCT01482247,3
169,NCT01482247,5
170,NCT01326130,5
171,NCT01326130,3
172,NCT01282957,5
173,NCT01282957,3
174,NCT03978884,11
175,NCT03978884,3
176,NCT00825695,3
177,NCT00825695,5
178,NCT03580330,11
179,NCT03580330,3
180,NCT01935349,11
181,NCT01935349,3
182,NCT05835596,18
183,NCT05835596,31
184,NCT05835596,32
185,NCT05835596,33
186,NCT01603940,3
187,NCT01603940,11
188,NCT03539627,10
189,NCT03539627,11
190,NCT03539627,34
191,NCT01409408,3
192,NCT01409408,11
193,NCT04040634,11
194,NCT04040634,19
195,NCT04040634,22
196,NCT04040634,35
197,NCT03922022,3
198,NCT03922022,11
199,NCT02312375,11
200,NCT02312375,3
201,NCT03660631,3
202,NCT03660631,11
203,NCT04286555,13
204,NCT04286555,5
205,NCT04286555,36
206,NCT04286555,37
207,NCT04286555,7
208,NCT04286555,38
209,NCT04286555,3
210,NCT04286555,19
211,NCT00847262,3
212,NCT00847262,39
213,NCT00847262,5
214,NCT03254446,5
215,NCT03254446,40
216,NCT03254446,3
217,NCT03123237,11
218,NCT03123237,3
219,NCT00060918,3
220,NCT02940275,3
221,NCT02940275,11
222,NCT01349114,5
223,NCT01349114,41
224,NCT01349114,3
225,NCT02386540,11
226,NCT02386540,3
227,NCT01368536,3
228,NCT01368536,42
229,NCT01368536,5
230,NCT02247635,39
231,NCT02247635,5
232,NCT02247635,19
233,NCT02247635,23
234,NCT01579136,3
235,NCT01579136,11
236,NCT03026426,43
237,NCT03026426,5
238,NCT03026426,3
239,NCT00242645,5
240,NCT00242645,11
241,NCT00242645,3
242,NCT00404599,11
243,NCT00404599,3
244,NCT00404027,11
245,NCT00404027,3
246,NCT02100319,3
247,NCT02204527,3
248,NCT04010344,3
249,NCT04010344,5
250,NCT04010344,44
251,NCT00771069,3
252,NCT00367978,3
253,NCT01587638,3
254,NCT03592667,3
255,NCT00927394,3
256,NCT03812614,11
257,NCT03812614,19
258,NCT03812614,45
259,NCT03812614,3
260,NCT02716064,11
261,NCT02716064,3
262,NCT02644590,46
263,NCT02644590,3
264,NCT06034548,13
265,NCT06034548,3
266,NCT05353699,3
267,NCT05353699,13
268,NCT03686657,7
269,NCT03686657,19
270,NCT03686657,47
271,NCT03686657,39
272,NCT04529590,5
273,NCT00379652,3
274,NCT00379652,48
275,NCT06555952,3
276,NCT06555952,49
277,NCT01079195,3
278,NCT04948918,1
279,NCT04948918,3
280,NCT00060931,3
281,NCT05369065,13
282,NCT05369065,3
283,NCT05363761,13
284,NCT05363761,3
285,NCT00968786,3
286,NCT00968786,1
287,NCT02807974,3
288,NCT00489879,5
289,NCT00489879,3
290,NCT00489879,39
291,NCT04656093,50
292,NCT04656093,5
293,NCT04656093,3
294,NCT04784130,13
295,NCT04784130,3
296,NCT05563090,4
297,NCT05563090,51
298,NCT05563090,52
299,NCT05563090,3
300,NCT05563090,12
301,NCT00409240,5
302,NCT00409240,3
303,NCT00409240,23
304,NCT00877929,3
305,NCT01056367,53
306,NCT01056367,54
307,NCT06033664,1
308,NCT06033664,3
309,NCT01398423,3
310,NCT01398423,13
311,NCT04263311,3
312,NCT01244152,5
313,NCT06542939,55
314,NCT06542939,3
315,NCT01459120,56
316,NCT01459120,57
317,NCT01459120,11
318,NCT01459120,10
319,NCT02846662,43
320,NCT02846662,5
321,NCT02846662,3
322,NCT00171561,3
323,NCT00721617,5
324,NCT00721617,3
325,NCT00721617,39
326,NCT02762695,3
327,NCT02762695,13
328,NCT02262611,3
329,NCT06752772,27
330,NCT06752772,3
331,NCT06752772,58
332,NCT06752772,59
333,NCT06752772,60
334,NCT06752772,61
335,NCT02242825,3
336,NCT02512276,60
337,NCT02512276,5
338,NCT02512276,3
339,NCT01939496,13
340,NCT01939496,3
341,NCT00921570,5
342,NCT00921570,3
343,NCT00921570,62
344,NCT05996601,1
345,NCT05996601,3
346,NCT02799953,1
347,NCT02799953,3
348,NCT02593032,11
349,NCT02593032,3
350,NCT02593032,60
351,NCT02122731,3
352,NCT02122731,1
353,NCT02122731,63
354,NCT03640221,3
355,NCT03640221,13
356,NCT02811055,7
357,NCT02811055,3
358,NCT00335413,3
359,NCT05541458,3
360,NCT05541458,11
361,NCT05541458,39
362,NCT05459519,5
363,NCT05459519,3
364,NCT05459519,21
365,NCT05644548,3
366,NCT05644548,11
367,NCT05644548,40
368,NCT00308386,11
369,NCT00308386,3
370,NCT00308386,60
371,NCT02864212,5
372,NCT02864212,3
373,NCT02864212,64
374,NCT05786703,11
375,NCT05786703,3
376,NCT05786703,65
377,NCT00202618,3
378,NCT00202618,11
379,NCT00202618,66
380,NCT01062763,10
381,NCT01062763,67
382,NCT01062763,11
383,NCT01342614,11
384,NCT01342614,68
385,NCT02317172,69
386,NCT02317172,3
387,NCT02317172,11
388,NCT01363336,3
389,NCT00407680,1
390,NCT00407680,3
391,NCT02616809,5
392,NCT02616809,3
393,NCT02616809,70
394,NCT02566317,39
395,NCT02566317,3
396,NCT02566317,5
397,NCT00272402,11
398,NCT00272402,3
399,NCT00272402,60
400,NCT05979142,7
401,NCT05979142,3
402,NCT00234871,3
403,NCT00234871,5
404,NCT00234871,62
405,NCT03747978,13
406,NCT03747978,3
407,NCT02029989,60
408,NCT02029989,5
409,NCT02029989,3
410,NCT00701454,5
411,NCT00701454,3
412,NCT00701454,60
413,NCT02099513,39
414,NCT02099513,3
415,NCT02099513,5
416,NCT00639665,5
417,NCT00659451,68
418,NCT00659451,11
419,NCT01599143,71
420,NCT01599143,5
421,NCT01599143,3
422,NCT05173025,3
423,NCT05173025,72
424,NCT05173025,13
425,NCT05173025,73
426,NCT00131846,3
427,NCT01228032,5
428,NCT01228032,60
429,NCT01228032,74
430,NCT01228032,19
431,NCT03874754,71
432,NCT03874754,3
433,NCT03874754,5
434,NCT05297110,13
435,NCT05297110,3
436,NCT01270061,5
437,NCT01270061,3
438,NCT01270061,75
439,NCT00738023,7
440,NCT00738023,3
441,NCT03483155,3
442,NCT03483155,5
443,NCT03483155,40
444,NCT00212303,7
445,NCT00212303,3
446,NCT06693934,5
447,NCT06693934,49
448,NCT06693934,3
449,NCT06693934,23
450,NCT06693934,39
451,NCT00144144,3
452,NCT00144144,13
453,NCT02046395,7
454,NCT02046395,3
455,NCT03281512,76
456,NCT03281512,5
457,NCT03281512,3
458,NCT03281512,77
459,NCT03091920,13
460,NCT03091920,3
461,NCT02182830,13
462,NCT02182830,3
463,NCT05144360,78
464,NCT05144360,79
465,NCT00803660,3
466,NCT00803660,7
467,NCT04970108,78
468,NCT04970108,79
469,NCT00989339,5
470,NCT00989339,3
471,NCT00989339,39
472,NCT03393715,13
473,NCT03393715,3
474,NCT02906579,13
475,NCT02906579,3
476,NCT01096667,13
477,NCT01096667,3
478,NCT00012623,3
479,NCT00012623,80
480,NCT00012623,5
481,NCT03477786,1
482,NCT03477786,3
483,NCT02306122,5
484,NCT02306122,3
485,NCT02306122,21
486,NCT00108927,11
487,NCT00108927,1
488,NCT00108927,3
489,NCT00490672,3
490,NCT00490672,11
491,NCT00490672,60
492,NCT02955238,72
493,NCT02955238,19
494,NCT02955238,1
495,NCT02955238,74
496,NCT02955238,21
497,NCT02003872,39
498,NCT02003872,5
499,NCT02003872,3
500,NCT05625321,81
501,NCT05625321,82
502,NCT05625321,19
503,NCT01968876,3
504,NCT01968876,5
505,NCT01968876,23
506,NCT01890226,3
507,NCT01890226,60
508,NCT01890226,5
509,NCT01744392,3
510,NCT01744392,5
511,NCT01744392,21
512,NCT00241124,3
513,NCT01302756,33
514,NCT01302756,32
515,NCT01578837,83
516,NCT01578837,3
517,NCT05321368,3
518,NCT05321368,19
519,NCT05321368,5
520,NCT05321368,84
521,NCT01190436,3
522,NCT05643768,13
523,NCT05643768,3
524,NCT01305005,85
525,NCT01305005,3
526,NCT01305005,5
527,NCT01220336,5
528,NCT01220336,3
529,NCT01220336,60
530,NCT01461499,1
531,NCT01461499,3
532,NCT00806585,1
533,NCT00806585,3
534,NCT06063109,3
535,NCT06063109,13
536,NCT01794052,3
537,NCT01794052,1
538,NCT02015130,7
539,NCT02015130,3
540,NCT05875259,3
541,NCT05875259,13
542,NCT00160160,3
543,NCT00160160,7
544,NCT00327912,39
545,NCT00327912,5
546,NCT00327912,3
547,NCT00289705,39
548,NCT00289705,5
549,NCT00289705,3
550,NCT00129233,3
551,NCT00129233,1
552,NCT00274118,3
553,NCT00274118,13
554,NCT01370005,13
555,NCT01370005,3
556,NCT00744237,3
557,NCT00744237,1
558,NCT05101330,13
559,NCT05101330,3
560,NCT04696653,11
561,NCT04696653,3
562,NCT04696653,40
563,NCT05022316,3
564,NCT05022316,13
565,NCT04560296,11
566,NCT04560296,3
567,NCT04560296,86
568,NCT02759484,13
569,NCT05486390,13
570,NCT05486390,3
571,NCT00980187,3
572,NCT00980187,1
573,NCT02298556,3
574,NCT00334581,3
575,NCT06647745,7
576,NCT06647745,3
577,NCT05120544,13
578,NCT05120544,3
579,NCT02715791,1
580,NCT02715791,3
581,NCT00172406,3
582,NCT03985098,13
583,NCT03985098,3
584,NCT01364337,3
585,NCT00569465,1
586,NCT00569465,3
587,NCT03294044,3
588,NCT03294044,40
589,NCT03294044,11
590,NCT02111226,3
591,NCT02111226,87
592,NCT02111226,5
593,NCT00123604,3
594,NCT00123604,1
595,NCT03481335,13
596,NCT03481335,3
597,NCT02130687,1
598,NCT02130687,3
599,NCT01158625,13
600,NCT01158625,3
601,NCT00328393,3
602,NCT00328393,83
603,NCT00994253,3
604,NCT00994253,88
605,NCT00239538,3
606,NCT00239538,13
607,NCT00480805,1
608,NCT00480805,3
609,NCT00891124,89
610,NCT00891124,3
611,NCT00891124,60
612,NCT01066039,3
613,NCT01066039,90
614,NCT04229667,3
615,NCT04229667,46
616,NCT04229667,13
617,NCT04229667,91
618,NCT03917758,13
619,NCT03917758,10
620,NCT03917758,92
621,NCT05189015,93
622,NCT05189015,3
623,NCT05189015,13
624,NCT01357304,7
625,NCT01357304,3
626,NCT06819839,22
627,NCT06819839,3
628,NCT06819839,5
629,NCT05573477,68
630,NCT05573477,13
631,NCT01001962,3
632,NCT01001962,38
633,NCT00403481,3
634,NCT01678183,11
635,NCT01678183,3
636,NCT01678183,60
637,NCT06647888,13
638,NCT00561171,3
639,NCT00561171,79
640,NCT00430040,13
641,NCT00430040,3
642,NCT02796170,7
643,NCT02796170,3
644,NCT01475201,7
645,NCT01475201,3
646,NCT01038895,3
647,NCT01038895,7
648,NCT01547156,83
649,NCT01547156,3
650,NCT02549495,3
651,NCT02549495,13
652,NCT03462069,11
653,NCT01413542,3
654,NCT01413542,88
655,NCT06880562,53
656,NCT00778804,3
657,NCT00778804,11
658,NCT00778804,60
659,NCT02827630,3
660,NCT02827630,13
661,NCT02827630,21
662,NCT01171248,94
663,NCT01171248,3
664,NCT05767372,95
665,NCT05767372,96
666,NCT05767372,3
667,NCT00225849,3
668,NCT00225849,60
669,NCT00225849,11
670,NCT00106236,11
671,NCT00106236,3
672,NCT00106236,60
673,NCT00337038,3
674,NCT00337038,83
675,NCT00549133,3
676,NCT00549133,83
677,NCT00984750,88
678,NCT00984750,3
679,NCT05707481,7
680,NCT05707481,3
681,NCT00240422,13
682,NCT00240422,3
683,NCT03253562,97
684,NCT05278806,3
685,NCT05278806,5
686,NCT05278806,98
687,NCT01807351,11
688,NCT01807351,3
689,NCT01807351,99
690,NCT01375322,3
691,NCT01375322,13
692,NCT01375322,66
693,NCT05555095,3
694,NCT05555095,11
695,NCT05555095,100
696,NCT01145742,7
697,NCT01145742,3
698,NCT01145742,60
699,NCT05648383,7
700,NCT05648383,101
701,NCT05648383,3
702,NCT06220773,68
703,NCT06220773,1
704,NCT06288269,102
705,NCT06288269,3
706,NCT06288269,103
707,NCT04625452,3
708,NCT04625452,5
709,NCT04625452,104
710,NCT02517866,68
711,NCT02517866,1
712,NCT01260857,3
713,NCT00599040,5
714,NCT00599040,3
715,NCT00599040,105
716,NCT01724645,13
717,NCT06480669,5
718,NCT06480669,3
719,NCT06480669,40
720,NCT06480669,39
721,NCT00241085,106
722,NCT00241085,3
723,NCT00241085,7
724,NCT06358859,107
725,NCT06358859,5
726,NCT06358859,19
727,NCT06358859,39
728,NCT06358859,108
729,NCT06375694,3
730,NCT06375694,22
731,NCT06375694,5
732,NCT00328965,13
733,NCT00328965,68
734,NCT00549536,3
735,NCT00549536,5
736,NCT00549536,105
737,NCT06226727,1
738,NCT06226727,68
739,NCT01804777,62
740,NCT01804777,3
741,NCT01804777,38
742,NCT04195191,109
743,NCT04195191,10
744,NCT04195191,11
745,NCT03121196,33
746,NCT03121196,19
747,NCT03121196,110
748,NCT03121196,111
749,NCT05310526,39
750,NCT05310526,3
751,NCT05310526,5
752,NCT05310526,40
753,NCT01364675,51
754,NCT01364675,41
755,NCT01155050,77
756,NCT01155050,39
757,NCT01155050,5
758,NCT01155050,3
759,NCT05168605,3
760,NCT05168605,7
761,NCT01978925,8
762,NCT01978925,3
763,NCT01978925,11
764,NCT01647438,39
765,NCT01647438,60
766,NCT01647438,3
767,NCT01647438,51
768,NCT01647438,5
769,NCT05565716,112
770,NCT05565716,3
771,NCT05565716,5
772,NCT00374270,3
773,NCT00374270,46
774,NCT00374270,13
775,NCT04569396,113
776,NCT04569396,5
777,NCT04569396,3
778,NCT04530617,114
779,NCT04530617,5
780,NCT04530617,3
781,NCT04530617,39
782,NCT00208221,3
783,NCT00208221,7
784,NCT00208221,66
785,NCT04421755,5
786,NCT04421755,3
787,NCT04421755,115
788,NCT02087293,5
789,NCT02087293,43
790,NCT02087293,116
791,NCT02087293,3
792,NCT04382521,117
793,NCT04382521,3
794,NCT04382521,37
795,NCT03049709,10
796,NCT03049709,118
797,NCT03049709,119
798,NCT03049709,11
799,NCT06607341,5
800,NCT06607341,51
801,NCT06607341,3
802,NCT06607341,81
803,NCT01887067,120
804,NCT01887067,11
805,NCT01887067,121
806,NCT00454662,3
807,NCT00454662,87
808,NCT00454662,5
809,NCT04660630,122
810,NCT04660630,36
811,NCT04660630,86
812,NCT01200849,123
813,NCT01200849,5
814,NCT01200849,3
815,NCT03721848,124
816,NCT03721848,3
817,NCT03721848,5
818,NCT03661177,39
819,NCT03661177,77
820,NCT03661177,5
821,NCT03661177,3
822,NCT06779591,3
823,NCT06779591,83
824,NCT06779591,23
825,NCT01152957,5
826,NCT01152957,74
827,NCT01152957,3
828,NCT06081413,39
829,NCT06081413,13
830,NCT06081413,3
831,NCT00760110,3
832,NCT00760110,7
833,NCT02726100,13
834,NCT02726100,3
835,NCT02726100,40
836,NCT00388388,41
837,NCT00388388,51
838,NCT00654745,7
839,NCT00654745,3
840,NCT01571609,60
841,NCT01571609,11
842,NCT01571609,125
843,NCT01571609,10
844,NCT01571609,39
845,NCT02235519,3
846,NCT02235519,39
847,NCT02235519,1
848,NCT01230034,3
849,NCT01230034,1
850,NCT01230034,63
851,NCT00732511,126
852,NCT00732511,11
853,NCT00732511,3
854,NCT00815789,87
855,NCT00815789,5
856,NCT05753436,13
857,NCT05753436,40
858,NCT05753436,3
859,NCT00381134,5
860,NCT00381134,127
861,NCT00381134,3
862,NCT02536768,75
863,NCT02536768,57
864,NCT02536768,5
865,NCT02536768,3
866,NCT05798442,21
867,NCT05798442,39
868,NCT05798442,11
869,NCT05798442,3
870,NCT02428998,52
871,NCT02428998,5
872,NCT02428998,3
873,NCT02428998,60
874,NCT05719181,3
875,NCT05719181,11
876,NCT05719181,128
877,NCT02375737,87
878,NCT02375737,3
879,NCT02375737,5
880,NCT02230891,3
881,NCT02230891,5
882,NCT02230891,87
883,NCT01173939,21
884,NCT01173939,7
885,NCT01173939,3
886,NCT00001963,11
887,NCT00001963,52
888,NCT00001963,21
889,NCT00001963,3
890,NCT05749874,101
891,NCT05749874,129
892,NCT05749874,3
893,NCT05749874,40
894,NCT01975428,5
895,NCT01975428,3
896,NCT01975428,130
897,NCT01804881,3
898,NCT01804881,7
899,NCT01754415,5
900,NCT01754415,3
901,NCT01754415,131
902,NCT01754415,132
903,NCT00171119,3
904,NCT00171119,24
905,NCT05110365,3
906,NCT01583790,113
907,NCT01583790,5
908,NCT01583790,3
909,NCT00313547,3
910,NCT00325962,3
911,NCT00951119,133
912,NCT04161859,40
913,NCT04161859,13
914,NCT04161859,3
915,NCT00955903,39
916,NCT00955903,5
917,NCT00955903,3
918,NCT00955903,60
919,NCT03406975,39
920,NCT03406975,3
921,NCT03406975,13
922,NCT01041599,11
923,NCT01041599,3
924,NCT01041599,66
925,NCT01041599,134
926,NCT00382564,72
927,NCT00382564,60
928,NCT00382564,3
929,NCT00382564,11
930,NCT01755572,7
931,NCT01755572,135
932,NCT00516620,74
933,NCT00516620,5
934,NCT00516620,3
935,NCT02145611,1
936,NCT02145611,3
937,NCT02145611,136
938,NCT03274089,3
939,NCT03274089,137
940,NCT03274089,11
941,NCT00729365,94
942,NCT02812303,11
943,NCT02812303,22
944,NCT02812303,3
945,NCT06080451,13
946,NCT06080451,3
947,NCT06080451,22
948,NCT06636877,68
949,NCT06636877,7
950,NCT06360536,138
951,NCT06360536,139
952,NCT06360536,140
953,NCT06360536,141
954,NCT00642434,5
955,NCT05256875,13
956,NCT05256875,3
957,NCT05256875,8
958,NCT05174078,39
959,NCT05174078,3
960,NCT05174078,51
961,NCT05174078,7
962,NCT02426099,67
963,NCT02426099,11
964,NCT03457168,3
965,NCT03457168,142
966,NCT03422185,3
967,NCT03422185,5
968,NCT03422185,81
969,NCT03437694,56
970,NCT03437694,13
971,NCT03437694,3
972,NCT03677609,5
973,NCT03677609,11
974,NCT03677609,3
975,NCT03677609,49
976,NCT03677609,81
977,NCT02077218,143
978,NCT02077218,11
979,NCT02077218,3
980,NCT02835287,5
981,NCT02835287,3
982,NCT02835287,23
983,NCT02835287,87
984,NCT05852054,17
985,NCT05852054,144
986,NCT05852054,145
987,NCT04023734,13
988,NCT04023734,3
989,NCT04023734,146
990,NCT02459496,7
991,NCT02459496,147
992,NCT02459496,39
993,NCT02459496,148
994,NCT02459496,3
995,NCT00072891,13
996,NCT00072891,3
997,NCT00072891,60
998,NCT01212328,1
999,NCT01212328,3
1000,NCT01212328,149
1001,NCT01586897,13
1002,NCT01586897,3
1003,NCT01586897,60
1004,NCT01907958,63
1005,NCT01907958,3
1006,NCT01907958,7
1007,NCT01324388,13
1008,NCT01339390,39
1009,NCT01339390,77
1010,NCT01339390,3
1011,NCT01339390,11
1012,NCT01109043,3
1013,NCT00846300,13
1014,NCT00846300,60
1015,NCT00846300,3
1016,NCT06501651,68
1017,NCT06501651,7
1018,NCT06501651,150
1019,NCT04854187,151
1020,NCT04854187,152
1021,NCT04854187,11
1022,NCT00317915,7
1023,NCT00317915,63
1024,NCT00317915,3
1025,NCT05929170,153
1026,NCT05929170,3
1027,NCT05929170,13
1028,NCT01095822,11
1029,NCT04300764,154
1030,NCT04300764,119
1031,NCT04300764,3
1032,NCT04300764,4
1033,NCT04300764,40
1034,NCT04300764,39
1035,NCT04300764,155
1036,NCT04303468,61
1037,NCT04303468,3
1038,NCT04494139,156
1039,NCT04494139,49
1040,NCT04494139,3
1041,NCT00001853,22
1042,NCT00001853,5
1043,NCT00001853,39
1044,NCT00001853,3
1045,NCT06256172,11
1046,NCT06256172,157
1047,NCT06256172,158
1048,NCT06256172,159
1049,NCT06256172,3
1050,NCT01545401,1
1051,NCT01545401,160
1052,NCT05727579,11
1053,NCT05727579,161
1054,NCT05727579,3
1055,NCT00005419,22
1056,NCT00005419,162
1057,NCT00005419,11
1058,NCT00005419,163
1059,NCT00005419,3
1060,NCT00005419,164
1061,NCT00237588,3
1062,NCT04645992,11
1063,NCT04645992,165
1064,NCT03348280,13
1065,NCT03348280,3
1066,NCT03348280,166
1067,NCT00331370,3
1068,NCT00331370,5
1069,NCT00331370,87
1070,NCT00331370,167
1071,NCT02842359,1
1072,NCT03890588,84
1073,NCT03890588,3
1074,NCT03890588,5
1075,NCT01086137,125
1076,NCT01086137,5
1077,NCT01086137,61
1078,NCT01086137,3
1079,NCT02811172,168
1080,NCT02811172,33
1081,NCT02811172,3
1082,NCT02811172,39
1083,NCT02079805,169
1084,NCT02992431,3
1085,NCT02992431,170
1086,NCT02992431,11
1087,NCT03542240,39
1088,NCT03542240,19
1089,NCT03542240,171
1090,NCT03542240,37
1091,NCT03542240,162
1092,NCT02215408,5
1093,NCT02215408,60
1094,NCT02215408,3
1095,NCT02215408,87
1096,NCT06829589,3
1097,NCT06829589,5
1098,NCT06829589,172
1099,NCT06829589,173
1100,NCT03050229,174
1101,NCT03050229,175
1102,NCT02115711,3
1103,NCT02115711,5
1104,NCT02115711,176
1105,NCT02115711,22
1106,NCT01702883,3
1107,NCT01702883,177
1108,NCT01702883,5
1109,NCT01702883,43
1110,NCT06535295,39
1111,NCT06535295,3
1112,NCT06535295,7
1113,NCT06313138,178
1114,NCT06065098,22
1115,NCT06065098,3
1116,NCT06065098,5
1117,NCT06065098,21
1118,NCT02036450,179
1119,NCT02036450,102
1120,NCT02036450,3
1121,NCT02036450,5
1122,NCT03595267,180
1123,NCT03595267,5
1124,NCT03595267,3
1125,NCT00412230,144
1126,NCT00412230,181
1127,NCT01142908,87
1128,NCT01142908,3
1129,NCT01142908,5
1130,NCT01142908,60
1131,NCT05703386,182
1132,NCT05703386,3
1133,NCT05703386,86
1134,NCT05703386,5
1135,NCT03413215,13
1136,NCT03413215,24
1137,NCT03413215,3
1138,NCT06579898,13
1139,NCT06579898,3
1140,NCT06579898,21
1141,NCT06579898,39
1142,NCT06302127,3
1143,NCT06302127,83
1144,NCT06302127,22
1145,NCT00157729,83
1146,NCT00157729,3
1147,NCT00157729,125
1148,NCT01829256,5
1149,NCT01829256,3
1150,NCT01829256,161
1151,NCT00853619,5
1152,NCT00853619,154
1153,NCT00853619,3
1154,NCT03943979,153
1155,NCT03943979,183
1156,NCT03943979,184
1157,NCT03943979,185
1158,NCT06694987,3
1159,NCT06694987,11
1160,NCT06694987,23
1161,NCT06694987,125
1162,NCT06235762,83
1163,NCT06235762,186
1164,NCT06235762,5
1165,NCT06235762,187
1166,NCT06235762,3
1167,NCT06235762,1
1168,NCT02299960,155
1169,NCT02299960,188
1170,NCT02299960,3
1171,NCT02299960,189
1172,NCT06644339,155
1173,NCT06644339,11
1174,NCT06644339,10
1175,NCT06644339,190
1176,NCT06644339,191
1177,NCT00295555,11
1178,NCT00295555,68
1179,NCT00295555,192
1180,NCT04403789,193
1181,NCT04403789,49
1182,NCT04403789,19
1183,NCT04403789,194
1184,NCT05239572,13
1185,NCT05239572,3
1186,NCT05239572,22
1187,NCT04092959,3
1188,NCT04092959,195
1189,NCT04092959,196
1190,NCT04092959,197
1191,NCT02213159,39
1192,NCT02213159,198
1193,NCT02213159,5
1194,NCT02213159,3
1195,NCT06435130,199
1196,NCT06435130,11
1197,NCT06435130,3
1198,NCT06435130,39
1199,NCT06435130,21
1200,NCT05838222,43
1201,NCT05838222,11
1202,NCT05838222,3
1203,NCT05838222,200
1204,NCT03839979,201
1205,NCT03839979,5
1206,NCT03839979,3
1207,NCT02621008,5
1208,NCT02621008,3
1209,NCT02621008,51
1210,NCT02621008,77
1211,NCT02621008,202
1212,NCT02621008,203
1213,NCT02621008,204
1214,NCT06295874,205
1215,NCT06295874,206
1216,NCT06295874,13
1217,NCT06295874,19
1218,NCT06295874,207
1219,NCT03748420,60
1220,NCT03748420,3
1221,NCT03748420,5
1222,NCT03748420,146
1223,NCT03729479,208
1224,NCT03729479,3
1225,NCT03729479,101
1226,NCT03729479,81
1227,NCT05887180,7
1228,NCT05887180,209
1229,NCT05887180,10
1230,NCT05887180,210
1231,NCT05543265,3
1232,NCT05543265,144
1233,NCT05543265,11
1234,NCT05543265,33
1235,NCT05543265,39
1236,NCT05543265,211
1237,NCT05543265,200
1238,NCT04877119,33
1239,NCT04877119,32
1240,NCT04877119,212
1241,NCT01885234,168
1242,NCT01885234,17
1243,NCT01885234,213
1244,NCT03104543,3
1245,NCT03104543,40
1246,NCT03104543,5
1247,NCT03104543,214
1248,NCT04977583,87
